customer,st_x,gender_x,education_x,customer_lifetime_value_x,income_x,monthly_premium_auto_x,number_of_open_complaints_x,policy_type_x,vehicle_class_x,total_claim_amount_x,st_y,gender_y,education_y,customer_lifetime_value_y,income_y,monthly_premium_auto_y,number_of_open_complaints_y,total_claim_amount_y,policy_type_y,vehicle_class_y,state,customer_lifetime_value,education,gender,income,monthly_premium_auto,number_of_open_complaints,policy_type,total_claim_amount,vehicle_class
eu54076,,,,,,,,,,,oregon,m,bachelor,522892.01%,92472.0,65.0,1/0/00,240.221415,corporate auto,four-door car,,,,,,,,,,
eu59853,,,,,,,,,,,,,,,,,,,,,california,4126.61326,college,m,34080.0,107.0,1.0,personal auto,220.644418,four-door car
eu68825,oregon,f,master,800054.51%,63834.0,100.0,1/1/00,personal auto,sports car,215.226476,,,,,,,,,,,,,,,,,,,,
eu78163,,,,,,,,,,,,,,,,,,,,,california,4792.509792,college,f,20181.0,66.0,2.0,personal auto,316.8,four-door car
eu81458,,,,,,,,,,,,,,,,,,,,,oregon,2743.553584,doctor,f,95782.0,68.0,1.0,personal auto,247.847239,four-door car
eu95973,,,,,,,,,,,,,,,,,,,,,california,14941.90379,bachelor,f,22978.0,190.0,0.0,personal auto,912.0,luxury car
eu98982,,,,,,,,,,,,,,,,,,,,,arizona,7600.443798,high school or below,m,0.0,110.0,2.0,personal auto,796.987409,suv
ev14053,,,,,,,,,,,,,,,,,,,,,california,7295.332712,high school or below,f,34062.0,91.0,0.0,corporate auto,603.350571,four-door car
ev14479,,,,,,,,,,,,,,,,,,,,,california,7163.796624,bachelor,m,44527.0,94.0,2.0,personal auto,286.960016,four-door car
ev15014,,,,,,,,,,,,,,,,,,,,,california,7194.233091,bachelor,m,0.0,71.0,0.0,personal auto,599.375099,four-door car
ev15646,,,,,,,,,,,,,,,,,,,,,california,3781.690691,college,m,46573.0,94.0,0.0,personal auto,77.778826,four-door car
ev19512,nevada,f,master,1630196.76%,19614.0,85.0,1/0/00,personal auto,two-door car,574.024018,,,,,,,,,,,,,,,,,,,,
ev32492,,,,,,,,,,,,,,,,,,,,,arizona,2496.167004,bachelor,m,49136.0,64.0,0.0,personal auto,307.2,four-door car
ev34073,,,,,,,,,,,,,,,,,,,,,california,4460.418492,college,f,0.0,65.0,1.0,corporate auto,312.0,four-door car
ev39201,,,,,,,,,,,,,,,,,,,,,california,3861.486269,college,f,93272.0,95.0,0.0,personal auto,281.110788,four-door car
ev39637,,,,,,,,,,,,,,,,,,,,,oregon,5328.320299,high school or below,f,0.0,73.0,0.0,personal auto,794.445585,four-door car
ev46476,,,,,,,,,,,,,,,,,,,,,california,8084.325058,bachelor,m,20169.0,112.0,1.0,personal auto,537.6,suv
ev53200,,,,,,,,,,,nevada,m,college,2150433.88%,60228.0,112.0,1/1/00,286.102971,personal auto,suv,,,,,,,,,,
ev57176,,,,,,,,,,,,,,,,,,,,,california,5605.380417,high school or below,f,21171.0,72.0,0.0,corporate auto,345.6,four-door car
ev60177,,,,,,,,,,,,,,,,,,,,,california,8503.942634,high school or below,f,87771.0,74.0,4.0,personal auto,355.2,four-door car
ev66951,,,,,,,,,,,,,,,,,,,,,nevada,14032.59376,master,m,0.0,191.0,1.0,corporate auto,916.8,luxury car
ev68375,california,,college,433038.60%,60475.0,107.0,1/0/00,personal auto,four-door car,513.6,,,,,,,,,,,,,,,,,,,,
ev68966,,,,,,,,,,,,,,,,,,,,,california,9419.883665,college,m,87840.0,118.0,1.0,personal auto,161.590594,suv
ev78251,,,,,,,,,,,,,,,,,,,,,oregon,7163.540342,doctor,f,0.0,66.0,0.0,personal auto,316.8,two-door car
ev95033,,,,,,,,,,,,,,,,,,,,,oregon,2551.226692,master,m,79751.0,63.0,0.0,special auto,392.235698,two-door car
ew13798,,,,,,,,,,,,,,,,,,,,,california,4014.453113,doctor,f,37384.0,99.0,0.0,personal auto,475.2,four-door car
ew15755,,,,,,,,,,,,,,,,,,,,,california,9880.097141,master,f,62326.0,122.0,0.0,personal auto,96.00936,suv
ew16697,,,,,,,,,,,,,,,,,,,,,arizona,2552.00081,high school or below,f,50201.0,64.0,0.0,personal auto,99.894584,two-door car
ew17514,,,,,,,,,,,,,,,,,,,,,california,14435.67365,master,m,60880.0,119.0,0.0,personal auto,109.906628,two-door car
ew27959,,,,,,,,,,,,,,,,,,,,,california,7583.141211,bachelor,f,44667.0,65.0,0.0,personal auto,245.661376,four-door car
ew33419,california,f,high school or below,1511440.24%,28513.0,100.0,1/1/00,corporate auto,suv,480.0,,,,,,,,,,,,,,,,,,,,
ew34576,,,,,,,,,,,,,,,,,,,,,arizona,2839.796453,high school or below,f,53071.0,72.0,0.0,corporate auto,386.225897,four-door car
ew34780,,,,,,,,,,,,,,,,,,,,,california,11315.20373,bachelor,f,11885.0,101.0,0.0,personal auto,484.8,four-door car
ew35231,,,,,,,,,,,,,,,,,,,,,oregon,9934.865795,high school or below,f,56379.0,125.0,1.0,corporate auto,600.0,suv
ew38459,nevada,f,bachelor,256715.15%,40864.0,65.0,1/0/00,corporate auto,four-door car,9.51528,,,,,,,,,,,,,,,,,,,,
ew46828,,,,,,,,,,,,,,,,,,,,,arizona,8060.161694,high school or below,m,23671.0,69.0,0.0,personal auto,331.2,four-door car
ew51866,,,,,,,,,,,,,,,,,,,,,arizona,6755.076276,college,f,29881.0,85.0,0.0,personal auto,17.92017,four-door car
ew67348,,,,,,,,,,,,,,,,,,,,,nevada,4834.710493,college,f,38713.0,66.0,4.0,personal auto,316.8,four-door car
ew67766,,,,,,,,,,,,,,,,,,,,,california,4727.8341,college,f,0.0,127.0,0.0,personal auto,609.6,suv
ew68125,,,,,,,,,,,,,,,,,,,,,california,4889.765364,bachelor,f,46819.0,62.0,0.0,personal auto,157.990123,four-door car
ew73206,,,,,,,,,,,,,,,,,,,,,california,8044.511759,bachelor,f,68849.0,67.0,0.0,corporate auto,252.699037,two-door car
ew73451,,,,,,,,,,,,,,,,,,,,,arizona,2592.437797,high school or below,m,72421.0,65.0,0.0,personal auto,312.0,four-door car
ew82164,,,,,,,,,,,california,f,bachelor,416741.96%,56901.0,104.0,1/0/00,499.2,personal auto,suv,,,,,,,,,,
ew86465,,,,,,,,,,,,,,,,,,,,,arizona,4759.624343,high school or below,m,26747.0,61.0,0.0,corporate auto,404.074203,four-door car
ex13440,,,,,,,,,,,,,,,,,,,,,oregon,29589.94128,high school or below,m,0.0,108.0,0.0,corporate auto,777.6,suv
ex28656,oregon,f,college,983033.76%,25965.0,253.0,1/0/00,personal auto,luxury suv,1214.4,,,,,,,,,,,,,,,,,,,,
ex46492,,,,,,,,,,,arizona,f,master,766652.04%,87864.0,94.0,1/0/00,421.456547,personal auto,two-door car,,,,,,,,,,
ex61844,,,,,,,,,,,arizona,m,high school or below,1401997.55%,36733.0,71.0,1/0/00,327.078047,personal auto,four-door car,,,,,,,,,,
ex63393,,,,,,,,,,,,,,,,,,,,,california,6314.492009,master,f,66947.0,78.0,0.0,personal auto,374.4,four-door car
ex72956,,,,,,,,,,,,,,,,,,,,,california,5095.365993,bachelor,f,69461.0,64.0,0.0,personal auto,101.417253,two-door car
ex73249,,,,,,,,,,,,,,,,,,,,,arizona,7706.956035,college,f,0.0,73.0,0.0,personal auto,350.4,four-door car
ex80215,,,,,,,,,,,,,,,,,,,,,california,2822.731903,college,f,0.0,77.0,0.0,personal auto,138.947984,four-door car
ex89625,,,,,,,,,,,,,,,,,,,,,arizona,5593.434009,bachelor,f,96406.0,69.0,0.0,personal auto,331.2,two-door car
ex97404,,,,,,,,,,,,,,,,,,,,,oregon,2155.209879,high school or below,f,0.0,70.0,3.0,personal auto,336.0,four-door car
ey13576,,,,,,,,,,,,,,,,,,,,,oregon,7374.077921,college,f,0.0,110.0,4.0,personal auto,528.0,suv
ey19523,,,,,,,,,,,,,,,,,,,,,washington,2333.609334,bachelor,m,25772.0,64.0,0.0,personal auto,307.2,four-door car
ey27917,,,,,,,,,,,,,,,,,,,,,oregon,8532.989751,master,m,30092.0,108.0,0.0,personal auto,192.265438,suv
ey49684,,,,,,,,,,,,,,,,,,,,,california,2309.876793,bachelor,f,0.0,61.0,0.0,personal auto,32.454659,four-door car
ey50028,nevada,m,doctor,328954.74%,0.0,86.0,1/0/00,corporate auto,two-door car,398.240791,,,,,,,,,,,,,,,,,,,,
ey71418,,,,,,,,,,,,,,,,,,,,,oregon,25640.24004,bachelor,f,24695.0,168.0,0.0,corporate auto,806.4,suv
ey71439,,,,,,,,,,,,,,,,,,,,,california,7131.731291,high school or below,m,0.0,103.0,0.0,corporate auto,741.6,sports car
ey74093,,,,,,,,,,,,,,,,,,,,,nevada,5004.135361,high school or below,m,86834.0,64.0,0.0,corporate auto,0.099007,four-door car
ey75197,,,,,,,,,,,,,,,,,,,,,arizona,5611.926939,bachelor,f,0.0,158.0,0.0,personal auto,1137.6,suv
ey78874,,,,,,,,,,,,,,,,,,,,,california,2715.68743,doctor,m,20848.0,71.0,0.0,corporate auto,350.143872,four-door car
ey83434,,,,,,,,,,,,,,,,,,,,,washington,22029.1505,high school or below,m,0.0,121.0,0.0,personal auto,580.8,suv
ey86980,,,,,,,,,,,,,,,,,,,,,oregon,6222.212108,bachelor,m,74270.0,78.0,0.0,corporate auto,122.486486,two-door car
ey89842,,,,,,,,,,,,,,,,,,,,,arizona,4216.19522,bachelor,m,0.0,114.0,0.0,corporate auto,820.8,suv
ey97047,,,,,,,,,,,,,,,,,,,,,oregon,2647.519741,college,m,37876.0,69.0,0.0,corporate auto,300.056383,four-door car
ez11341,,,,,,,,,,,,,,,,,,,,,california,8080.948098,college,m,85210.0,68.0,0.0,personal auto,32.714226,two-door car
ez20115,,,,,,,,,,,,,,,,,,,,,california,26305.41541,bachelor,m,35300.0,74.0,0.0,personal auto,225.518065,four-door car
ez30498,oregon,m,bachelor,863540.35%,13129.0,117.0,1/0/00,personal auto,suv,700.901632,,,,,,,,,,,,,,,,,,,,
ez30537,,,,,,,,,,,,,,,,,,,,,oregon,23984.62144,doctor,f,79655.0,296.0,0.0,personal auto,498.159874,luxury car
ez39383,,,,,,,,,,,,,,,,,,,,,arizona,10706.66957,bachelor,f,55436.0,67.0,0.0,personal auto,321.6,four-door car
ez41764,,,,,,,,,,,,,,,,,,,,,california,2498.963061,bachelor,m,76792.0,62.0,0.0,personal auto,297.6,four-door car
ez43738,,,,,,,,,,,,,,,,,,,,,california,5204.64616,bachelor,f,29406.0,68.0,0.0,personal auto,326.4,four-door car
ez48093,,,,,,,,,,,,,,,,,,,,,arizona,2710.811423,bachelor,m,31998.0,69.0,0.0,corporate auto,331.2,four-door car
ez48947,,,,,,,,,,,nevada,m,college,1311111.32%,67197.0,111.0,1/0/00,147.948783,special auto,suv,,,,,,,,,,
ez50606,oregon,f,high school or below,2387547.68%,0.0,108.0,1/0/00,corporate auto,suv,612.102262,,,,,,,,,,,,,,,,,,,,
ez51276,,,,,,,,,,,,,,,,,,,,,arizona,7121.080412,college,f,0.0,96.0,0.0,personal auto,460.8,four-door car
ez60033,,,,,,,,,,,,,,,,,,,,,california,3200.795405,bachelor,f,0.0,86.0,0.0,corporate auto,412.8,four-door car
ez70589,,,,,,,,,,,,,,,,,,,,,washington,7462.926263,college,f,70263.0,93.0,0.0,personal auto,7.345946,two-door car
ez70847,,,,,,,,,,,,,,,,,,,,,washington,19644.76296,college,f,67326.0,69.0,0.0,corporate auto,331.2,four-door car
ez71780,,,,,,,,,,,,,,,,,,,,,arizona,8807.486831,high school or below,f,26864.0,78.0,0.0,special auto,374.4,four-door car
ez74530,,,,,,,,,,,nevada,m,high school or below,307410.55%,0.0,104.0,1/3/00,748.8,personal auto,sports car,,,,,,,,,,
ez75048,,,,,,,,,,,,,,,,,,,,,california,3087.249746,doctor,m,41273.0,77.0,0.0,personal auto,221.226696,four-door car
ez77297,,,,,,,,,,,,,,,,,,,,,california,3267.709691,master,m,28729.0,90.0,3.0,personal auto,338.744392,four-door car
ez78112,cali,femal,high school or below,561096.43%,77493.0,70.0,1/0/00,special auto,four-door car,307.963291,,,,,,,,,,,,,,,,,,,,
ez80325,,,,,,,,,,,,,,,,,,,,,california,4548.291613,bachelor,f,0.0,132.0,3.0,personal auto,950.4,sports car
ez85603,,,,,,,,,,,,,,,,,,,,,arizona,11631.87866,college,f,0.0,152.0,0.0,personal auto,1082.814636,suv
fa15338,,,,,,,,,,,,,,,,,,,,,arizona,13569.24071,high school or below,m,20978.0,70.0,0.0,personal auto,336.0,two-door car
fa15811,,,,,,,,,,,,,,,,,,,,,nevada,9426.384787,college,f,38910.0,78.0,0.0,personal auto,20.209679,two-door car
fa39525,,,,,,,,,,,,,,,,,,,,,oregon,4901.892602,high school or below,m,72859.0,61.0,0.0,personal auto,49.961074,two-door car
fa46418,nevada,f,high school or below,2470959.96%,24213.0,78.0,1/1/00,personal auto,four-door car,374.4,,,,,,,,,,,,,,,,,,,,
fa57012,,,,,,,,,,,,,,,,,,,,,california,6141.961623,college,m,0.0,182.0,0.0,special auto,1310.4,luxury car
fa59186,,,,,,,,,,,,,,,,,,,,,california,4660.006868,high school or below,m,0.0,67.0,0.0,personal auto,482.4,two-door car
fa82777,,,,,,,,,,,,,,,,,,,,,arizona,4165.994433,high school or below,f,0.0,64.0,3.0,personal auto,575.890362,four-door car
fa89548,,,,,,,,,,,,,,,,,,,,,arizona,2436.397813,bachelor,m,0.0,67.0,0.0,personal auto,399.0564,four-door car
fa90076,,,,,,,,,,,,,,,,,,,,,oregon,2454.589361,bachelor,f,0.0,72.0,0.0,personal auto,518.4,two-door car
fa90739,,,,,,,,,,,,,,,,,,,,,oregon,12476.64759,high school or below,m,0.0,121.0,0.0,corporate auto,871.2,suv
fb17016,,,,,,,,,,,,,,,,,,,,,oregon,5470.060561,bachelor,f,54507.0,138.0,0.0,personal auto,702.990032,suv
fb21121,,,,,,,,,,,,,,,,,,,,,california,2546.866098,bachelor,f,86595.0,63.0,0.0,corporate auto,445.621906,two-door car
fb23788,oregon,m,high school or below,882883.50%,86721.0,111.0,1/0/00,corporate auto,suv,532.8,,,,,,,,,,,,,,,,,,,,
fb25242,,,,,,,,,,,oregon,m,college,568691.53%,63143.0,71.0,1/0/00,340.8,corporate auto,four-door car,,,,,,,,,,
fb49203,,,,,,,,,,,california,f,college,623925.75%,0.0,91.0,1/0/00,655.2,corporate auto,two-door car,,,,,,,,,,
fb55024,,,,,,,,,,,,,,,,,,,,,oregon,3286.171949,high school or below,f,60934.0,82.0,0.0,personal auto,393.6,two-door car
fb68802,,,,,,,,,,,,,,,,,,,,,arizona,4025.095533,college,m,0.0,119.0,2.0,personal auto,571.2,suv
fb71914,,,,,,,,,,,,,,,,,,,,,california,30205.01297,college,m,0.0,89.0,0.0,personal auto,469.359715,four-door car
fb76635,,,,,,,,,,,,,,,,,,,,,oregon,4296.604128,college,f,61737.0,107.0,0.0,personal auto,495.670802,sports car
fb77856,,,,,,,,,,,,,,,,,,,,,nevada,3873.647046,college,m,28142.0,105.0,0.0,personal auto,701.708239,sports car
fb80807,oregon,m,bachelor,552821.28%,36088.0,72.0,1/0/00,personal auto,four-door car,345.6,,,,,,,,,,,,,,,,,,,,
fb84235,,,,,,,,,,,oregon,m,college,549894.07%,22520.0,73.0,1/0/00,350.4,personal auto,four-door car,,,,,,,,,,
fb84409,,,,,,,,,,,,,,,,,,,,,arizona,4921.325084,bachelor,m,43640.0,64.0,2.0,personal auto,1.208908,four-door car
fb95288,,,,,,,,,,,,,,,,,,,,,california,64618.75715,high school or below,m,0.0,217.0,1.0,personal auto,1562.4,luxury car
fb95495,,,,,,,,,,,,,,,,,,,,,california,5677.642084,college,m,53078.0,73.0,0.0,personal auto,764.221884,four-door car
fc10193,,,,,,,,,,,,,,,,,,,,,washington,10620.49148,college,f,35601.0,69.0,0.0,personal auto,249.803437,four-door car
fc15606,,,,,,,,,,,,,,,,,,,,,oregon,9706.375239,college,f,23649.0,122.0,0.0,personal auto,535.606632,suv
fc46260,,,,,,,,,,,,,,,,,,,,,california,5217.513287,bachelor,f,39854.0,66.0,0.0,corporate auto,261.930545,two-door car
fc48492,,,,,,,,,,,,,,,,,,,,,california,2876.775085,bachelor,m,0.0,84.0,0.0,personal auto,849.011958,four-door car
fc52000,,,,,,,,,,,,,,,,,,,,,oregon,4306.55935,college,f,26322.0,111.0,2.0,corporate auto,180.346146,suv
fc59209,,,,,,,,,,,,,,,,,,,,,california,2460.665175,bachelor,f,0.0,67.0,0.0,personal auto,321.6,four-door car
fc68244,,,,,,,,,,,,,,,,,,,,,oregon,6126.568309,high school or below,m,61139.0,76.0,0.0,personal auto,364.8,four-door car
fc70869,,,,,,,,,,,,,,,,,,,,,arizona,2945.370362,high school or below,f,36167.0,76.0,3.0,personal auto,364.8,two-door car
fd11364,,,,,,,,,,,,,,,,,,,,,oregon,6768.997027,bachelor,f,77001.0,85.0,0.0,special auto,408.0,four-door car
fd14790,,,,,,,,,,,,,,,,,,,,,oregon,18196.63824,bachelor,m,57177.0,92.0,0.0,personal auto,441.6,four-door car
fd16853,,,,,,,,,,,,,,,,,,,,,arizona,5373.724065,high school or below,f,0.0,72.0,0.0,personal auto,427.265172,four-door car
fd20455,,,,,,,,,,,,,,,,,,,,,california,6537.051379,bachelor,m,0.0,100.0,0.0,personal auto,720.0,sports car
fd21881,,,,,,,,,,,,,,,,,,,,,oregon,3011.766294,college,m,77912.0,76.0,0.0,personal auto,444.027215,two-door car
fd34314,,,,,,,,,,,,,,,,,,,,,arizona,2821.352024,bachelor,m,73339.0,71.0,0.0,corporate auto,244.401453,four-door car
fd36230,,,,,,,,,,,,,,,,,,,,,california,8441.667084,high school or below,f,50801.0,72.0,3.0,personal auto,43.419028,four-door car
fd45309,,,,,,,,,,,,,,,,,,,,,oregon,5568.947534,high school or below,m,0.0,79.0,1.0,personal auto,407.440238,two-door car
fd55376,,,,,,,,,,,,,,,,,,,,,california,20230.9675,high school or below,m,48448.0,74.0,1.0,corporate auto,355.2,four-door car
fd62224,,,,,,,,,,,,,,,,,,,,,oregon,14641.51818,college,f,0.0,133.0,0.0,personal auto,1386.870718,suv
fd64348,,,,,,,,,,,oregon,m,high school or below,2256361.84%,23046.0,65.0,1/3/00,1.687291,personal auto,two-door car,,,,,,,,,,
fd72269,,,,,,,,,,,,,,,,,,,,,california,5584.961718,high school or below,f,19724.0,72.0,0.0,personal auto,345.6,four-door car
fd73388,,,,,,,,,,,,,,,,,,,,,arizona,13736.1325,master,f,16181.0,181.0,0.0,personal auto,1261.319869,suv
fd75102,,,,,,,,,,,,,,,,,,,,,california,3237.500928,college,f,27982.0,87.0,0.0,personal auto,14.743099,two-door car
fd79560,,,,,,,,,,,,,,,,,,,,,arizona,10796.44832,high school or below,f,30761.0,69.0,2.0,special auto,331.2,two-door car
fd98839,,,,,,,,,,,,,,,,,,,,,oregon,2894.327413,college,m,52674.0,73.0,0.0,personal auto,166.5492,two-door car
fe12805,,,,,,,,,,,,,,,,,,,,,oregon,7180.270931,bachelor,f,34161.0,186.0,3.0,personal auto,892.8,suv
fe20514,,,,,,,,,,,,,,,,,,,,,oregon,5065.486772,college,m,26733.0,66.0,0.0,personal auto,218.717113,four-door car
fe24232,,,,,,,,,,,,,,,,,,,,,nevada,4729.970205,high school or below,f,0.0,124.0,0.0,corporate auto,630.85509,sports car
fe46445,,,,,,,,,,,,,,,,,,,,,arizona,6965.423975,high school or below,f,25411.0,86.0,0.0,personal auto,242.807725,four-door car
fe62142,,,,,,,,,,,,,,,,,,,,,oregon,4267.076892,bachelor,f,43682.0,107.0,0.0,corporate auto,148.003496,suv
fe67098,,,,,,,,,,,,,,,,,,,,,nevada,4646.387267,college,m,37530.0,117.0,0.0,personal auto,561.6,suv
fe70473,,,,,,,,,,,,,,,,,,,,,oregon,5741.72743,college,f,86641.0,71.0,0.0,personal auto,161.752532,two-door car
fe73696,oregon,m,high school or below,379213.03%,97212.0,93.0,1/0/00,personal auto,two-door car,360.05589,,,,,,,,,,,,,,,,,,,,
fe82005,,,,,,,,,,,,,,,,,,,,,oregon,2345.129694,bachelor,f,26304.0,63.0,0.0,personal auto,302.4,four-door car
fe84109,,,,,,,,,,,,,,,,,,,,,washington,6540.204626,bachelor,m,21156.0,89.0,0.0,personal auto,111.836561,two-door car
fe84989,wa,male,college,503574.46%,72672.0,63.0,1/0/00,personal auto,four-door car,259.361117,,,,,,,,,,,,,,,,,,,,
fe90301,,,,,,,,,,,,,,,,,,,,,nevada,5821.128509,bachelor,f,61108.0,72.0,0.0,personal auto,23.773332,four-door car
fe93665,,,,,,,,,,,,,,,,,,,,,oregon,7897.015071,high school or below,f,0.0,72.0,0.0,personal auto,518.4,two-door car
fe93959,,,,,,,,,,,,,,,,,,,,,california,7535.42519,doctor,m,37496.0,65.0,0.0,corporate auto,312.0,two-door car
fe99816,,,,,,,,,,,,,,,,,,,,,nevada,15563.36944,bachelor,f,0.0,253.0,5.0,personal auto,1214.4,luxury car
ff22360,washington,f,doctor,268731.41%,82210.0,68.0,1/4/00,personal auto,four-door car,51.961915,,,,,,,,,,,,,,,,,,,,
ff28650,oregon,m,bachelor,831268.16%,21442.0,118.0,1/0/00,personal auto,suv,566.4,,,,,,,,,,,,,,,,,,,,
ff31523,,,,,,,,,,,,,,,,,,,,,washington,7771.582097,master,f,28054.0,195.0,1.0,corporate auto,571.663256,suv
ff38892,,,,,,,,,,,,,,,,,,,,,california,32861.25616,high school or below,f,49889.0,118.0,0.0,personal auto,201.545818,two-door car
ff53048,,,,,,,,,,,,,,,,,,,,,arizona,3465.52691,master,f,48744.0,86.0,0.0,personal auto,412.8,two-door car
ff58467,arizona,f,master,509078.13%,93018.0,63.0,1/0/00,personal auto,four-door car,135.382194,,,,,,,,,,,,,,,,,,,,
ff61670,,,,,,,,,,,california,m,high school or below,1813118.87%,0.0,82.0,1/1/00,393.6,personal auto,four-door car,,,,,,,,,,
ff65294,,,,,,,,,,,,,,,,,,,,,oregon,10348.01348,high school or below,m,34244.0,87.0,2.0,personal auto,417.6,four-door car
ff68864,,,,,,,,,,,arizona,f,bachelor,1401052.74%,36523.0,71.0,1/0/00,101.353875,personal auto,four-door car,,,,,,,,,,
ff75737,,,,,,,,,,,,,,,,,,,,,oregon,8334.317162,high school or below,f,49851.0,69.0,1.0,personal auto,331.2,four-door car
ff77476,,,,,,,,,,,,,,,,,,,,,california,2397.036098,high school or below,f,22283.0,65.0,0.0,corporate auto,572.072106,four-door car
ff84784,,,,,,,,,,,,,,,,,,,,,california,5643.724704,college,m,33317.0,72.0,1.0,personal auto,345.6,two-door car
ff93355,,,,,,,,,,,,,,,,,,,,,washington,13268.79263,high school or below,m,32762.0,112.0,0.0,corporate auto,326.926833,four-door car
ff94034,,,,,,,,,,,,,,,,,,,,,california,8496.358981,bachelor,f,88895.0,106.0,0.0,personal auto,209.863509,sports car
ff94341,,,,,,,,,,,nevada,f,bachelor,766880.96%,92456.0,95.0,1/0/00,456.0,special auto,four-door car,,,,,,,,,,
fg15154,,,,,,,,,,,,,,,,,,,,,california,7240.662339,bachelor,m,32818.0,93.0,0.0,personal auto,446.4,four-door car
fg15434,,,,,,,,,,,,,,,,,,,,,arizona,5554.826011,master,f,52984.0,69.0,0.0,personal auto,167.667603,two-door car
fg16766,california,female,bachelor,683793.26%,51859.0,171.0,1/0/00,personal auto,suv,1003.160633,,,,,,,,,,,,,,,,,,,,
fg16885,,,,,,,,,,,,,,,,,,,,,arizona,15814.74557,college,m,0.0,146.0,0.0,personal auto,1055.43784,suv
fg18525,,,,,,,,,,,,,,,,,,,,,nevada,2124.173841,bachelor,m,0.0,61.0,1.0,personal auto,60.5975,two-door car
fg21322,,,,,,,,,,,,,,,,,,,,,oregon,7917.119912,bachelor,f,0.0,72.0,0.0,personal auto,345.6,four-door car
fg21377,,,,,,,,,,,,,,,,,,,,,california,19731.34147,bachelor,f,33588.0,62.0,0.0,corporate auto,419.921897,four-door car
fg23952,,,,,,,,,,,,,,,,,,,,,oregon,13283.86446,college,m,0.0,132.0,0.0,personal auto,950.4,suv
fg24548,,,,,,,,,,,,,,,,,,,,,oregon,11044.10847,bachelor,m,44524.0,70.0,0.0,personal auto,200.768848,four-door car
fg24850,,,,,,,,,,,,,,,,,,,,,oregon,5096.673223,master,f,22886.0,65.0,0.0,personal auto,312.0,four-door car
fg29932,,,,,,,,,,,california,m,college,784016.58%,58414.0,210.0,1/2/00,1008.0,special auto,luxury suv,,,,,,,,,,
fg31425,,,,,,,,,,,,,,,,,,,,,arizona,2530.810167,college,f,37811.0,63.0,0.0,special auto,365.002909,four-door car
fg35165,,,,,,,,,,,,,,,,,,,,,washington,2480.487171,college,f,50516.0,62.0,0.0,personal auto,179.633818,four-door car
fg42635,,,,,,,,,,,,,,,,,,,,,oregon,10018.66117,college,m,30720.0,139.0,4.0,personal auto,778.463303,suv
fg43850,,,,,,,,,,,,,,,,,,,,,oregon,7472.672033,high school or below,m,44385.0,97.0,0.0,corporate auto,465.6,four-door car
fg46258,,,,,,,,,,,washington,f,college,692197.40%,16483.0,90.0,1/0/00,320.519977,corporate auto,two-door car,,,,,,,,,,
fg46631,,,,,,,,,,,,,,,,,,,,,oregon,16699.46158,bachelor,f,81400.0,104.0,0.0,special auto,499.2,four-door car
fg47217,,,,,,,,,,,,,,,,,,,,,california,2538.857089,bachelor,m,99824.0,63.0,0.0,special auto,302.4,four-door car
fg60807,,,,,,,,,,,,,,,,,,,,,oregon,4884.15708,high school or below,f,21766.0,62.0,0.0,corporate auto,179.14181,four-door car
fg63582,oregon,,bachelor,333976.49%,0.0,94.0,1/0/00,personal auto,two-door car,863.327324,,,,,,,,,,,,,,,,,,,,
fg63647,,,,,,,,,,,,,,,,,,,,,nevada,12877.7765,bachelor,m,0.0,117.0,0.0,personal auto,561.6,four-door car
fg64765,,,,,,,,,,,,,,,,,,,,,arizona,5016.553079,bachelor,m,36313.0,67.0,2.0,personal auto,300.375887,four-door car
fg69718,,,,,,,,,,,,,,,,,,,,,california,9780.852337,high school or below,f,0.0,132.0,0.0,corporate auto,950.4,suv
fg71665,,,,,,,,,,,,,,,,,,,,,arizona,2810.464447,bachelor,m,26790.0,71.0,0.0,personal auto,340.8,two-door car
